product,type,quantity,selling_price,cost_price,shipping,fees,date,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Webcam,sale,1.0,8309.161605766676,4756.0,48.0,166.18323211533354,13-02-2023,,,,
Gaming Monitor,sale,4.0,3621.5123418669964,2942.0,15.0,72.43024683733994,04-05-2023,,,,
Bluetooth Speaker,purchase,47.0,0.0,936.0,88.0,0.0,08-06-2023,,,,
Ethernet Adapter,sale,3.0,1348.6488907686694,775.0,5.0,26.972977815373387,24-10-2023,,,,
Noise Cancelling Headphones,sale,1.0,6904.265568222411,4154.0,16.0,138.08531136444822,23-04-2023,,,,
Ethernet Adapter,sale,2.0,2094.817021461183,1302.0,38.0,41.896340429223656,06-04-2023,,,,
USB-C Hub,sale,2.0,7215.280170779852,4863.0,13.0,144.30560341559703,06-10-2023,,,,
Laptop Stand,sale,3.0,5914.6764819250075,3727.0,25.0,118.29352963850015,21-11-2023,,,,
USB-C Hub,sale,2.0,1345.3503701572536,1104.0,17.0,26.907007403145073,01-07-2023,,,,
Wireless Mouse,sale,3.0,7422.458521540438,4932.0,18.0,148.44917043080875,18-07-2023,,,,
Wireless Mouse,purchase,49.0,0.0,2017.0,23.0,0.0,22-10-2023,,,,
Webcam,sale,4.0,4030.7789456617443,2521.0,10.0,80.61557891323488,13-10-2023,,,,
Laptop Stand,sale,1.0,7915.9935949664,4911.0,14.0,158.319871899328,11-08-2023,,,,
Mechanical Keyboard,purchase,64.0,0.0,2388.0,120.0,0.0,06-03-2023,,,,
Mechanical Keyboard,sale,1.0,6183.639997585008,4928.0,41.0,123.67279995170017,16-08-2023,,,,
Mechanical Keyboard,purchase,57.0,0.0,3768.0,82.0,0.0,17-04-2023,,,,
Webcam,purchase,95.0,0.0,3778.0,65.0,0.0,21-04-2023,,,,
Ethernet Adapter,sale,2.0,5637.829507954644,3201.0,33.0,112.75659015909288,06-10-2023,,,,
Wireless Mouse,sale,2.0,6310.454370064753,4809.0,20.0,126.20908740129506,25-07-2023,,,,
Wireless Mouse,purchase,2.0,0.0,3995.0,121.0,0.0,03-09-2023,,,,
Laptop Stand,sale,4.0,2870.304120899762,2073.0,26.0,57.40608241799524,10-08-2023,,,,
Ethernet Adapter,purchase,30.0,0.0,4260.0,36.0,0.0,04-01-2023,,,,
Webcam,purchase,77.0,0.0,4931.0,105.0,0.0,28-08-2023,,,,
USB-C Hub,sale,4.0,5801.69929375036,4779.0,36.0,116.0339858750072,10-02-2023,,,,
Bluetooth Speaker,purchase,76.0,0.0,3213.0,89.0,0.0,31-12-2023,,,,
Webcam,purchase,90.0,0.0,1876.0,37.0,0.0,03-09-2023,,,,
Ethernet Adapter,sale,1.0,2416.8160768331586,1835.0,7.0,48.33632153666317,08-11-2023,,,,
Ethernet Adapter,sale,4.0,6915.339983916361,4053.0,17.0,138.30679967832722,16-07-2023,,,,
Ethernet Adapter,sale,4.0,1403.4071404706463,1100.0,7.0,28.068142809412926,14-11-2023,,,,
Wireless Mouse,sale,2.0,4247.361553062906,3008.0,20.0,84.94723106125812,28-01-2023,,,,
USB-C Hub,sale,2.0,6622.785222021769,3957.0,49.0,132.4557044404354,02-04-2023,,,,
Wireless Mouse,sale,1.0,6175.158391007328,4523.0,49.0,123.50316782014656,04-02-2023,,,,
Noise Cancelling Headphones,sale,4.0,4655.293956870847,2867.0,10.0,93.10587913741695,16-02-2023,,,,
Wireless Mouse,sale,2.0,5053.468614036961,3216.0,31.0,101.06937228073923,22-12-2023,,,,
Wireless Mouse,purchase,36.0,0.0,3136.0,23.0,0.0,30-04-2023,,,,
Mechanical Keyboard,purchase,92.0,0.0,762.0,22.0,0.0,29-07-2023,,,,
Bluetooth Speaker,sale,2.0,7441.377554077621,4171.0,25.0,148.82755108155243,18-03-2023,,,,
Webcam,purchase,48.0,0.0,3777.0,133.0,0.0,08-02-2023,,,,
Bluetooth Speaker,sale,4.0,1962.2123424201354,1390.0,14.0,39.24424684840271,12-05-2023,,,,
Wireless Mouse,sale,1.0,5539.455532919971,4449.0,34.0,110.78911065839942,23-06-2023,,,,
External SSD,sale,4.0,2043.503214162585,1549.0,35.0,40.8700642832517,15-09-2023,,,,
Laptop Stand,sale,2.0,1349.4246256704043,882.0,30.0,26.988492513408087,05-04-2023,,,,
Noise Cancelling Headphones,sale,3.0,2415.528856648779,1957.0,13.0,48.31057713297558,15-12-2023,,,,
Gaming Monitor,purchase,3.0,0.0,516.0,56.0,0.0,24-03-2023,,,,
Mechanical Keyboard,sale,3.0,3858.4730630736426,3141.0,36.0,77.16946126147285,20-06-2023,,,,
Bluetooth Speaker,purchase,37.0,0.0,1026.0,20.0,0.0,07-11-2023,,,,
Wireless Mouse,sale,1.0,5368.312596756986,3904.0,22.0,107.36625193513972,22-02-2023,,,,
External SSD,sale,2.0,5120.620034098565,4071.0,9.0,102.4124006819713,30-08-2023,,,,
USB-C Hub,sale,3.0,2306.249816126447,1617.0,19.0,46.12499632252894,13-08-2023,,,,
Bluetooth Speaker,sale,4.0,1279.0046202201634,937.0,31.0,25.580092404403267,13-08-2023,,,,
Ethernet Adapter,sale,1.0,5956.525956852116,3708.0,21.0,119.13051913704233,14-05-2023,,,,
USB-C Hub,purchase,51.0,0.0,4249.0,75.0,0.0,06-07-2023,,,,
Ethernet Adapter,sale,3.0,1680.2987999530937,1271.0,9.0,33.605975999061876,17-06-2023,,,,
Webcam,sale,2.0,5134.933371419138,4170.0,36.0,102.69866742838276,11-10-2023,,,,
External SSD,purchase,69.0,0.0,566.0,56.0,0.0,15-05-2023,,,,
Bluetooth Speaker,sale,4.0,5329.965230301776,4296.0,11.0,106.59930460603552,24-01-2023,,,,
Wireless Mouse,sale,2.0,7487.626646206577,4408.0,8.0,149.75253292413154,28-11-2023,,,,
Ethernet Adapter,sale,2.0,1042.4119753014509,812.0,26.0,20.848239506029017,04-12-2023,,,,
Gaming Monitor,purchase,47.0,0.0,4637.0,44.0,0.0,25-08-2023,,,,
Wireless Mouse,purchase,84.0,0.0,3640.0,135.0,0.0,12-07-2023,,,,
Wireless Mouse,sale,3.0,3383.384857432084,1895.0,17.0,67.66769714864168,13-10-2023,,,,
External SSD,sale,3.0,1892.8680514584144,1574.0,17.0,37.85736102916829,02-09-2023,,,,
Webcam,sale,2.0,1216.4742531135519,907.0,30.0,24.329485062271036,22-11-2023,,,,
Ethernet Adapter,sale,2.0,4264.510124711091,3234.0,19.0,85.29020249422182,09-04-2023,,,,
Webcam,purchase,39.0,0.0,3567.0,27.0,0.0,14-04-2023,,,,
Wireless Mouse,purchase,33.0,0.0,3185.0,108.0,0.0,07-07-2023,,,,
Bluetooth Speaker,sale,3.0,2530.1128437014113,1934.0,43.0,50.60225687402823,30-04-2023,,,,
Noise Cancelling Headphones,sale,2.0,2860.419644221971,1620.0,30.0,57.20839288443942,09-06-2023,,,,
Mechanical Keyboard,sale,1.0,5454.7511505032635,4309.0,15.0,109.09502301006528,04-03-2023,,,,
External SSD,purchase,4.0,0.0,2029.0,149.0,0.0,19-04-2023,,,,
USB-C Hub,sale,4.0,3814.005448863244,2147.0,43.0,76.28010897726489,30-03-2023,,,,
Laptop Stand,sale,1.0,2788.079302964522,1896.0,26.0,55.76158605929044,27-05-2023,,,,
Wireless Mouse,sale,1.0,5118.264627359576,2889.0,41.0,102.36529254719152,04-06-2023,,,,
Laptop Stand,sale,4.0,4847.0089192411415,2803.0,29.0,96.94017838482283,15-12-2023,,,,
External SSD,sale,4.0,4623.729882715899,3453.0,9.0,92.47459765431799,01-02-2023,,,,
Laptop Stand,sale,1.0,5497.288449485724,4516.0,15.0,109.9457689897145,15-04-2023,,,,
Ethernet Adapter,sale,3.0,2415.943555249472,1802.0,18.0,48.31887110498944,30-09-2023,,,,
Noise Cancelling Headphones,sale,3.0,2015.322310322555,1223.0,40.0,40.3064462064511,21-03-2023,,,,
External SSD,sale,4.0,6738.265668212822,3985.0,49.0,134.76531336425643,14-04-2023,,,,
Ethernet Adapter,sale,2.0,2906.659830431708,2334.0,22.0,58.133196608634165,13-08-2023,,,,
USB-C Hub,sale,4.0,5165.610829634834,3197.0,6.0,103.31221659269669,07-10-2023,,,,
USB-C Hub,sale,3.0,5957.365055762565,3591.0,25.0,119.14730111525131,09-10-2023,,,,
Bluetooth Speaker,purchase,90.0,0.0,2829.0,23.0,0.0,01-03-2023,,,,
Mechanical Keyboard,purchase,11.0,0.0,1428.0,81.0,0.0,28-12-2023,,,,
Gaming Monitor,purchase,37.0,0.0,3460.0,146.0,0.0,18-05-2023,,,,
Wireless Mouse,purchase,19.0,0.0,1227.0,65.0,0.0,21-04-2023,,,,
Noise Cancelling Headphones,sale,4.0,3742.7852989787143,2390.0,46.0,74.85570597957428,03-01-2023,,,,
Webcam,sale,2.0,8185.639563248943,4900.0,25.0,163.71279126497888,04-04-2023,,,,
Webcam,sale,4.0,3974.069913729529,2315.0,43.0,79.48139827459059,10-03-2023,,,,
Gaming Monitor,purchase,66.0,0.0,984.0,133.0,0.0,04-01-2023,,,,
External SSD,sale,4.0,3957.5011130781827,3060.0,16.0,79.15002226156365,05-02-2023,,,,
Mechanical Keyboard,sale,1.0,951.3090210274313,533.0,35.0,19.026180420548627,03-03-2023,,,,
Bluetooth Speaker,sale,4.0,5233.983486682441,4057.0,11.0,104.67966973364882,08-04-2023,,,,
Noise Cancelling Headphones,sale,3.0,5578.167315937392,3140.0,32.0,111.56334631874785,20-05-2023,,,,
Gaming Monitor,sale,1.0,3359.2374846395055,2267.0,38.0,67.1847496927901,19-04-2023,,,,
Gaming Monitor,sale,3.0,1293.2768537189424,890.0,21.0,25.86553707437885,31-01-2023,,,,
Gaming Monitor,sale,3.0,1798.0766812776692,1124.0,8.0,35.961533625553386,14-09-2023,,,,
Wireless Mouse,sale,1.0,4740.051812254784,3811.0,39.0,94.80103624509567,26-04-2023,,,,
Webcam,sale,3.0,2358.497628543917,1862.0,30.0,47.169952570878344,25-02-2023,,,,
External SSD,sale,3.0,1850.679539171826,1160.0,31.0,37.01359078343652,10-07-2023,,,,
Gaming Monitor,sale,4.0,5495.866588024678,3384.0,46.0,109.91733176049357,20-12-2023,,,,
Wireless Mouse,sale,2.0,2982.7674035263844,1764.0,32.0,59.65534807052769,20-04-2023,,,,
Wireless Mouse,purchase,27.0,0.0,3157.0,75.0,0.0,04-07-2023,,,,
Bluetooth Speaker,purchase,16.0,0.0,1218.0,82.0,0.0,18-03-2023,,,,
External SSD,purchase,51.0,0.0,2736.0,75.0,0.0,26-07-2023,,,,
Wireless Mouse,purchase,54.0,0.0,4868.0,58.0,0.0,07-03-2023,,,,
Bluetooth Speaker,sale,1.0,4130.070307613436,3185.0,38.0,82.60140615226872,03-08-2023,,,,
Noise Cancelling Headphones,sale,2.0,4279.176466849474,3117.0,21.0,85.58352933698949,16-09-2023,,,,
Mechanical Keyboard,sale,3.0,2845.2733702661626,2058.0,38.0,56.90546740532325,29-07-2023,,,,
Bluetooth Speaker,sale,2.0,7696.5272602525,4861.0,48.0,153.93054520505,08-09-2023,,,,
Gaming Monitor,sale,3.0,5314.809016257236,4404.0,30.0,106.29618032514473,06-08-2023,,,,
Laptop Stand,sale,2.0,1646.5172016109448,1115.0,33.0,32.9303440322189,07-08-2023,,,,
Ethernet Adapter,sale,2.0,5080.989292121569,3209.0,5.0,101.61978584243138,09-02-2023,,,,
USB-C Hub,sale,2.0,1848.2665479959167,1483.0,6.0,36.96533095991833,13-03-2023,,,,
USB-C Hub,sale,1.0,2029.2304164434083,1404.0,19.0,40.584608328868164,09-01-2023,,,,
Mechanical Keyboard,sale,4.0,3961.655614875679,2876.0,47.0,79.23311229751359,01-05-2023,,,,
Mechanical Keyboard,sale,2.0,5870.121588569777,3783.0,19.0,117.40243177139553,11-01-2023,,,,
External SSD,sale,2.0,5920.260962019203,3830.0,42.0,118.40521924038407,16-09-2023,,,,
Bluetooth Speaker,sale,2.0,3131.453289764808,2298.0,38.0,62.62906579529616,06-11-2023,,,,
Wireless Mouse,sale,3.0,7999.8278257132015,4724.0,36.0,159.99655651426403,16-12-2023,,,,
Laptop Stand,sale,3.0,2594.293311001797,1965.0,36.0,51.88586622003594,10-11-2023,,,,
Ethernet Adapter,sale,4.0,1450.974436735654,1068.0,27.0,29.019488734713082,17-10-2023,,,,
External SSD,sale,1.0,4980.594982094857,2886.0,14.0,99.61189964189714,25-07-2023,,,,
External SSD,sale,2.0,5931.893602667971,4178.0,7.0,118.63787205335943,14-01-2023,,,,
Noise Cancelling Headphones,sale,3.0,2375.2409221778394,1927.0,40.0,47.504818443556786,19-11-2023,,,,
Wireless Mouse,sale,4.0,2396.7312063347513,1559.0,28.0,47.93462412669503,09-12-2023,,,,
USB-C Hub,sale,4.0,3195.250589388684,2650.0,42.0,63.90501178777368,03-10-2023,,,,
Webcam,sale,3.0,1175.0452596979787,974.0,5.0,23.500905193959575,13-12-2023,,,,
Noise Cancelling Headphones,sale,1.0,4931.841365014586,3210.0,28.0,98.63682730029171,11-12-2023,,,,
Bluetooth Speaker,sale,2.0,5856.79448653302,3705.0,31.0,117.13588973066041,16-02-2023,,,,
Mechanical Keyboard,purchase,17.0,0.0,2632.0,136.0,0.0,25-11-2023,,,,
Webcam,purchase,64.0,0.0,545.0,50.0,0.0,30-12-2023,,,,
Laptop Stand,sale,1.0,5193.1120464394735,4225.0,32.0,103.86224092878948,05-12-2023,,,,
Ethernet Adapter,sale,2.0,3766.3970378398203,2427.0,26.0,75.32794075679641,13-08-2023,,,,
Ethernet Adapter,sale,2.0,5465.70863421314,3626.0,49.0,109.3141726842628,24-06-2023,,,,
External SSD,purchase,4.0,0.0,4257.0,12.0,0.0,28-03-2023,,,,
Bluetooth Speaker,sale,3.0,6403.187412542155,4444.0,31.0,128.0637482508431,05-07-2023,,,,
External SSD,sale,2.0,5866.501532116135,4576.0,23.0,117.33003064232271,12-05-2023,,,,
Wireless Mouse,sale,4.0,5116.019517011859,3927.0,35.0,102.32039034023717,11-05-2023,,,,
USB-C Hub,sale,3.0,6654.259341872327,3713.0,41.0,133.08518683744654,08-06-2023,,,,
Webcam,sale,3.0,6456.7745488410865,3935.0,28.0,129.13549097682173,17-04-2023,,,,
Ethernet Adapter,purchase,37.0,0.0,4336.0,19.0,0.0,07-05-2023,,,,
Webcam,sale,3.0,6099.049755570007,4414.0,6.0,121.98099511140013,11-06-2023,,,,
Mechanical Keyboard,purchase,84.0,0.0,4588.0,85.0,0.0,22-08-2023,,,,
Webcam,sale,4.0,2418.412848283949,1451.0,29.0,48.36825696567899,30-03-2023,,,,
Noise Cancelling Headphones,sale,3.0,2064.5165346202953,1588.0,31.0,41.29033069240591,22-07-2023,,,,
USB-C Hub,purchase,97.0,0.0,1294.0,149.0,0.0,25-10-2023,,,,
Gaming Monitor,sale,1.0,1122.505146855343,718.0,38.0,22.45010293710686,09-03-2023,,,,
Mechanical Keyboard,sale,2.0,5354.650864795578,3901.0,19.0,107.09301729591157,29-12-2023,,,,
External SSD,purchase,10.0,0.0,2658.0,93.0,0.0,06-06-2023,,,,
Wireless Mouse,purchase,47.0,0.0,1671.0,104.0,0.0,01-07-2023,,,,
Noise Cancelling Headphones,sale,4.0,2912.1441709837973,1992.0,38.0,58.24288341967595,26-04-2023,,,,
Gaming Monitor,sale,4.0,1480.4726686740407,1090.0,48.0,29.609453373480815,12-01-2023,,,,
Ethernet Adapter,sale,3.0,6699.9234192377835,4679.0,44.0,133.99846838475568,27-08-2023,,,,
Mechanical Keyboard,sale,4.0,5257.462581687677,4309.0,14.0,105.14925163375354,11-10-2023,,,,
Gaming Monitor,purchase,9.0,0.0,2233.0,73.0,0.0,11-02-2023,,,,
Ethernet Adapter,purchase,67.0,0.0,2084.0,60.0,0.0,24-11-2023,,,,
Mechanical Keyboard,purchase,65.0,0.0,2741.0,75.0,0.0,07-02-2023,,,,
Bluetooth Speaker,sale,2.0,2389.6830901876606,1540.0,30.0,47.79366180375321,24-08-2023,,,,
Laptop Stand,purchase,86.0,0.0,1879.0,15.0,0.0,31-07-2023,,,,
Mechanical Keyboard,sale,3.0,5335.1777259702385,3699.0,27.0,106.70355451940478,29-09-2023,,,,
USB-C Hub,sale,2.0,8618.902419142261,4893.0,25.0,172.37804838284524,30-10-2023,,,,
Gaming Monitor,sale,1.0,1809.3671669751943,1039.0,20.0,36.18734333950389,16-01-2023,,,,
Gaming Monitor,sale,3.0,3261.7497454411637,1850.0,21.0,65.23499490882327,20-04-2023,,,,
USB-C Hub,sale,1.0,4476.324560158313,2574.0,43.0,89.52649120316626,07-06-2023,,,,
Ethernet Adapter,sale,3.0,3012.298986839977,1850.0,36.0,60.24597973679954,06-01-2023,,,,
Laptop Stand,sale,3.0,6239.2941113930565,3774.0,48.0,124.78588222786114,05-08-2023,,,,
Webcam,sale,2.0,6931.959701588189,3927.0,25.0,138.6391940317638,29-09-2023,,,,
Noise Cancelling Headphones,purchase,60.0,0.0,586.0,17.0,0.0,06-07-2023,,,,
Laptop Stand,purchase,30.0,0.0,1158.0,105.0,0.0,21-09-2023,,,,
Gaming Monitor,sale,4.0,4298.234762246571,2626.0,24.0,85.96469524493143,13-03-2023,,,,
Bluetooth Speaker,purchase,66.0,0.0,3795.0,52.0,0.0,29-09-2023,,,,
USB-C Hub,purchase,44.0,0.0,3686.0,51.0,0.0,07-01-2023,,,,
Webcam,purchase,65.0,0.0,2536.0,91.0,0.0,10-10-2023,,,,
USB-C Hub,purchase,34.0,0.0,1908.0,11.0,0.0,30-11-2023,,,,
USB-C Hub,purchase,55.0,0.0,671.0,17.0,0.0,27-10-2023,,,,
Wireless Mouse,sale,2.0,4174.616408011728,2395.0,38.0,83.49232816023456,09-03-2023,,,,
Bluetooth Speaker,sale,1.0,1455.7178212820465,864.0,6.0,29.11435642564093,29-03-2023,,,,
Wireless Mouse,sale,1.0,5548.088280961635,3521.0,30.0,110.96176561923271,18-06-2023,,,,
Webcam,sale,2.0,3264.7649932397408,2485.0,10.0,65.29529986479481,01-01-2023,,,,
USB-C Hub,sale,3.0,2215.7058020289655,1388.0,9.0,44.314116040579314,13-01-2023,,,,
USB-C Hub,sale,3.0,5817.693821372682,3387.0,43.0,116.35387642745364,23-02-2023,,,,
Mechanical Keyboard,purchase,17.0,0.0,2339.0,14.0,0.0,30-06-2023,,,,
Bluetooth Speaker,sale,2.0,3217.562267090793,2345.0,7.0,64.35124534181585,30-09-2023,,,,
Gaming Monitor,purchase,40.0,0.0,4057.0,79.0,0.0,17-11-2023,,,,
Mechanical Keyboard,sale,2.0,6523.370460644747,4029.0,25.0,130.46740921289495,26-08-2023,,,,
Laptop Stand,purchase,74.0,0.0,1373.0,10.0,0.0,27-02-2023,,,,
Noise Cancelling Headphones,purchase,76.0,0.0,2218.0,61.0,0.0,01-01-2023,,,,
Gaming Monitor,sale,3.0,944.3568547552595,723.0,24.0,18.887137095105192,05-10-2023,,,,
External SSD,purchase,75.0,0.0,1159.0,48.0,0.0,08-06-2023,,,,
Mechanical Keyboard,purchase,12.0,0.0,1050.0,80.0,0.0,20-10-2023,,,,
Noise Cancelling Headphones,sale,3.0,3963.9382393318083,2946.0,23.0,79.27876478663617,23-09-2023,,,,
Gaming Monitor,purchase,84.0,0.0,2631.0,141.0,0.0,11-07-2023,,,,
External SSD,sale,1.0,4938.25851332201,3340.0,44.0,98.76517026644021,26-11-2023,,,,
USB-C Hub,sale,2.0,2563.018598644661,1649.0,19.0,51.26037197289322,06-09-2023,,,,
Gaming Monitor,sale,3.0,5521.407053046261,3758.0,13.0,110.42814106092523,17-11-2023,,,,
Ethernet Adapter,purchase,89.0,0.0,2389.0,81.0,0.0,24-08-2023,,,,
Noise Cancelling Headphones,sale,3.0,5483.348756180019,4174.0,33.0,109.6669751236004,04-10-2023,,,,
Noise Cancelling Headphones,sale,3.0,3331.6189274219905,1992.0,26.0,66.63237854843982,04-08-2023,,,,
Gaming Monitor,sale,3.0,3449.77322879228,2857.0,43.0,68.9954645758456,06-05-2023,,,,
Laptop Stand,sale,1.0,1577.4067213847013,1239.0,14.0,31.548134427694027,29-01-2023,,,,
Wireless Mouse,sale,1.0,6305.816622234944,3930.0,19.0,126.11633244469887,17-01-2023,,,,
Mechanical Keyboard,sale,4.0,4141.34911771432,2387.0,46.0,82.8269823542864,10-11-2023,,,,
Wireless Mouse,sale,2.0,5808.166571366535,3347.0,18.0,116.1633314273307,16-10-2023,,,,
Wireless Mouse,sale,1.0,3016.2688268608504,1832.0,32.0,60.32537653721701,14-05-2023,,,,
Bluetooth Speaker,sale,2.0,1734.032198153943,1037.0,5.0,34.68064396307886,12-10-2023,,,,
Mechanical Keyboard,sale,1.0,1276.2446357192819,735.0,28.0,25.524892714385636,17-04-2023,,,,
Ethernet Adapter,sale,1.0,1486.9528694161988,1140.0,49.0,29.739057388323978,07-09-2023,,,,
Wireless Mouse,sale,2.0,4809.052085629964,2769.0,40.0,96.18104171259927,12-12-2023,,,,
External SSD,purchase,16.0,0.0,4882.0,120.0,0.0,18-02-2023,,,,
Bluetooth Speaker,sale,3.0,6198.206927594188,4268.0,30.0,123.96413855188375,01-02-2023,,,,
Webcam,sale,2.0,3302.2646544955032,2524.0,35.0,66.04529308991006,01-06-2023,,,,
Ethernet Adapter,sale,3.0,2328.73533664403,1440.0,9.0,46.57470673288061,14-01-2023,,,,
Wireless Mouse,sale,1.0,953.9448359800939,569.0,48.0,19.07889671960188,07-03-2023,,,,
Ethernet Adapter,purchase,67.0,0.0,3253.0,136.0,0.0,28-05-2023,,,,
USB-C Hub,sale,3.0,7098.520599230372,4839.0,48.0,141.97041198460744,19-01-2023,,,,
Ethernet Adapter,sale,1.0,4106.747278819826,2469.0,45.0,82.13494557639652,20-12-2023,,,,
Gaming Monitor,sale,2.0,1952.5882961923123,1542.0,27.0,39.05176592384625,13-10-2023,,,,
Noise Cancelling Headphones,sale,3.0,5931.401061444261,3969.0,22.0,118.62802122888523,04-11-2023,,,,
External SSD,purchase,33.0,0.0,2408.0,123.0,0.0,12-06-2023,,,,
External SSD,sale,4.0,1668.6802853164236,1280.0,23.0,33.37360570632847,06-04-2023,,,,
Bluetooth Speaker,purchase,67.0,0.0,1986.0,50.0,0.0,15-09-2023,,,,
Laptop Stand,purchase,69.0,0.0,1028.0,138.0,0.0,02-10-2023,,,,
Mechanical Keyboard,sale,1.0,5887.4549800427785,4523.0,30.0,117.74909960085557,28-09-2023,,,,
Ethernet Adapter,purchase,48.0,0.0,1018.0,105.0,0.0,30-04-2023,,,,
Webcam,sale,3.0,3322.085899626658,2079.0,39.0,66.44171799253316,26-06-2023,,,,
Gaming Monitor,sale,2.0,6203.790010101032,4897.0,35.0,124.07580020202064,03-04-2023,,,,
Bluetooth Speaker,sale,1.0,3991.6691126604733,2601.0,49.0,79.83338225320946,17-12-2023,,,,
Ethernet Adapter,purchase,46.0,0.0,3787.0,29.0,0.0,07-02-2023,,,,
USB-C Hub,purchase,56.0,0.0,4036.0,17.0,0.0,28-08-2023,,,,
External SSD,sale,3.0,2330.8587411117355,1553.0,41.0,46.61717482223471,19-08-2023,,,,
Laptop Stand,sale,2.0,4354.125444225072,3342.0,10.0,87.08250888450144,05-07-2023,,,,
External SSD,sale,3.0,986.0817361233658,683.0,36.0,19.721634722467314,27-08-2023,,,,
Laptop Stand,sale,2.0,7209.580396904959,4038.0,14.0,144.1916079380992,03-09-2023,,,,
Gaming Monitor,sale,4.0,2631.493261181517,1584.0,21.0,52.62986522363034,12-06-2023,,,,
Laptop Stand,sale,2.0,5871.0240024848335,4572.0,17.0,117.42048004969668,26-03-2023,,,,
Laptop Stand,sale,1.0,6067.711549350895,4128.0,11.0,121.35423098701791,03-08-2023,,,,
Wireless Mouse,purchase,39.0,0.0,4160.0,116.0,0.0,07-02-2023,,,,
Mechanical Keyboard,sale,3.0,1179.5721307316983,805.0,42.0,23.591442614633966,01-07-2023,,,,
Bluetooth Speaker,sale,3.0,5650.070189434405,4358.0,38.0,113.0014037886881,23-12-2023,,,,
Ethernet Adapter,sale,3.0,4862.923213196901,3849.0,36.0,97.25846426393802,20-06-2023,,,,
External SSD,sale,4.0,2381.0197985587947,1738.0,14.0,47.620395971175896,15-06-2023,,,,
USB-C Hub,sale,4.0,5398.890415012205,4494.0,38.0,107.9778083002441,24-02-2023,,,,
Webcam,sale,4.0,4017.197191499492,2418.0,28.0,80.34394382998984,03-04-2023,,,,
External SSD,sale,1.0,3753.91208606155,3104.0,18.0,75.078241721231,23-10-2023,,,,
USB-C Hub,purchase,71.0,0.0,1766.0,97.0,0.0,26-10-2023,,,,
Webcam,sale,3.0,4565.435397796121,3022.0,37.0,91.30870795592242,03-07-2023,,,,
Mechanical Keyboard,sale,1.0,5212.599610193284,3400.0,29.0,104.25199220386568,26-09-2023,,,,
Noise Cancelling Headphones,sale,2.0,2408.2937276564194,1892.0,35.0,48.16587455312839,07-05-2023,,,,
External SSD,purchase,67.0,0.0,4527.0,119.0,0.0,23-05-2023,,,,
Webcam,sale,4.0,1749.3216846299313,1027.0,44.0,34.986433692598624,06-10-2023,,,,
Mechanical Keyboard,purchase,50.0,0.0,1605.0,133.0,0.0,25-08-2023,,,,
Bluetooth Speaker,sale,2.0,4403.8195996407885,3654.0,32.0,88.07639199281577,14-03-2023,,,,
USB-C Hub,sale,2.0,8814.228365422667,4905.0,17.0,176.28456730845335,01-05-2023,,,,
Ethernet Adapter,sale,1.0,5273.039364053418,3806.0,42.0,105.46078728106835,19-08-2023,,,,
Webcam,sale,2.0,1446.715035427262,1163.0,43.0,28.934300708545237,22-10-2023,,,,
Bluetooth Speaker,sale,3.0,6926.739880864285,4174.0,8.0,138.5347976172857,06-07-2023,,,,
Laptop Stand,sale,3.0,6327.786775300648,3554.0,9.0,126.55573550601295,16-08-2023,,,,
Webcam,purchase,27.0,0.0,3293.0,73.0,0.0,10-12-2023,,,,
Gaming Monitor,sale,2.0,5508.544027129396,4325.0,43.0,110.17088054258794,07-12-2023,,,,
Bluetooth Speaker,sale,1.0,877.7523654041391,649.0,45.0,17.555047308082784,19-10-2023,,,,
USB-C Hub,sale,3.0,5860.995406145884,3381.0,37.0,117.21990812291767,11-01-2023,,,,
Noise Cancelling Headphones,sale,3.0,1078.6373674197182,881.0,42.0,21.572747348394365,14-11-2023,,,,
Gaming Monitor,purchase,7.0,0.0,4706.0,44.0,0.0,27-04-2023,,,,
Mechanical Keyboard,purchase,86.0,0.0,1298.0,15.0,0.0,26-07-2023,,,,
Gaming Monitor,sale,2.0,7934.205534934148,4947.0,6.0,158.68411069868296,06-10-2023,,,,
Webcam,sale,4.0,5494.812056848303,3529.0,16.0,109.89624113696605,30-01-2023,,,,
Gaming Monitor,sale,4.0,3290.1652440960993,1929.0,20.0,65.80330488192199,02-05-2023,,,,
Mechanical Keyboard,sale,4.0,3587.892009042016,2815.0,37.0,71.75784018084032,28-12-2023,,,,
Noise Cancelling Headphones,sale,1.0,5496.925778085266,3276.0,23.0,109.93851556170532,25-11-2023,,,,
Wireless Mouse,sale,2.0,1218.9860558005996,885.0,37.0,24.379721116011993,30-08-2023,,,,
USB-C Hub,purchase,68.0,0.0,3142.0,34.0,0.0,13-11-2023,,,,
Ethernet Adapter,sale,3.0,971.6813835118612,586.0,15.0,19.433627670237225,05-02-2023,,,,
Ethernet Adapter,purchase,3.0,0.0,721.0,94.0,0.0,23-09-2023,,,,
Laptop Stand,sale,2.0,5672.495616830849,3802.0,28.0,113.44991233661699,03-03-2023,,,,
Bluetooth Speaker,sale,2.0,956.962433968128,688.0,40.0,19.139248679362563,18-11-2023,,,,
Bluetooth Speaker,sale,4.0,2328.8806302292423,1451.0,45.0,46.57761260458485,13-09-2023,,,,
Gaming Monitor,purchase,50.0,0.0,2889.0,58.0,0.0,24-03-2023,,,,
